year,city,region,city_tier,population_approx,median_salary_gross_gbp_monthly,median_salary_net_gbp_monthly,median_salary_gross_gbp_annual,national_median_gross_gbp_monthly,national_median_gross_gbp_annual,national_min_wage_gbp_monthly,national_nlw_hourly_gbp,salary_to_national_ratio,cpi_annual_pct,cost_of_living_index,rent_1br_city_center_gbp,rent_1br_outside_center_gbp,meal_cheap_restaurant_gbp,groceries_monthly_gbp,public_transport_monthly_gbp,est_monthly_cost_single_gbp,affordability_ratio,rent_to_income_pct,data_source
2015,Dudley,West Midlands,city_large,312000,2327,1687,27924,2304,27645,1161,6.7,1.01,0.1,65.8,854,632,10,211,65,1183,1.43,27.2,ons_modeled
2016,Dudley,West Midlands,city_large,312000,2469,1790,29628,2350,28195,1248,7.2,1.051,0.7,66.3,867,613,10,218,64,1170,1.53,24.8,ons_modeled
2017,Dudley,West Midlands,city_large,312000,2493,1807,29916,2413,28954,1300,7.5,1.033,2.7,66.9,857,675,10,230,67,1249,1.45,27.1,ons_modeled
2018,Dudley,West Midlands,city_large,312000,2528,1833,30336,2463,29559,1357,7.83,1.026,2.5,67.4,887,647,10,236,69,1231,1.49,25.6,ons_modeled
2019,Dudley,West Midlands,city_large,312000,2579,1870,30948,2532,30378,1423,8.21,1.019,1.7,66.3,907,658,11,228,67,1254,1.49,25.5,ons_modeled
2020,Dudley,West Midlands,city_large,312000,2734,1982,32808,2622,31461,1511,8.72,1.043,0.9,66.4,937,679,11,226,70,1276,1.55,24.8,ons_modeled
2021,Dudley,West Midlands,city_large,312000,2697,1955,32364,2648,31772,1544,8.91,1.019,2.5,66.7,909,729,11,235,71,1338,1.46,27.0,ons_modeled
2022,Dudley,West Midlands,city_large,312000,2875,2084,34500,2750,33000,1647,9.5,1.045,9.1,67.5,1005,749,12,271,75,1426,1.46,26.1,ons_modeled
2023,Dudley,West Midlands,city_large,312000,2984,2163,35808,2914,34963,1806,10.42,1.024,7.3,67.6,1101,846,12,282,81,1546,1.4,28.4,ons_modeled
2024,Dudley,West Midlands,city_large,312000,3190,2313,38280,3119,37430,1983,11.44,1.023,2.6,67.3,1116,836,13,290,86,1572,1.47,26.2,ons_modeled
2010,Stoke-on-Trent,West Midlands,city_large,255000,2231,1617,26772,2157,25879,1028,5.93,1.034,3.3,65.5,727,542,8,186,56,1011,1.6,24.3,ons_modeled
2011,Stoke-on-Trent,West Midlands,city_large,255000,2251,1632,27012,2183,26200,1054,6.08,1.031,4.5,65.3,803,578,9,207,61,1096,1.49,25.7,ons_modeled
2012,Stoke-on-Trent,West Midlands,city_large,255000,2294,1663,27528,2208,26500,1073,6.19,1.039,2.8,65.0,822,582,9,201,61,1096,1.52,25.4,ons_modeled
2013,Stoke-on-Trent,West Midlands,city_large,255000,2255,1635,27060,2250,27000,1094,6.31,1.002,2.6,66.1,794,640,9,216,60,1169,1.4,28.4,ons_modeled
2014,Stoke-on-Trent,West Midlands,city_large,255000,2297,1665,27564,2267,27200,1127,6.5,1.013,1.5,66.0,793,604,10,225,63,1167,1.43,26.3,ons_modeled
2015,Stoke-on-Trent,West Midlands,city_large,255000,2327,1687,27924,2304,27645,1161,6.7,1.01,0.1,66.3,861,610,10,209,61,1155,1.46,26.2,ons_modeled
2016,Stoke-on-Trent,West Midlands,city_large,255000,2429,1761,29148,2350,28195,1248,7.2,1.034,0.7,66.6,861,617,10,217,62,1171,1.5,25.4,ons_modeled
2017,Stoke-on-Trent,West Midlands,city_large,255000,2427,1760,29124,2413,28954,1300,7.5,1.006,2.7,65.9,822,685,10,218,64,1244,1.41,28.2,ons_modeled
2018,Stoke-on-Trent,West Midlands,city_large,255000,2553,1851,30636,2463,29559,1357,7.83,1.037,2.5,66.3,832,691,11,227,68,1285,1.44,27.1,ons_modeled
2019,Stoke-on-Trent,West Midlands,city_large,255000,2501,1813,30012,2532,30378,1423,8.21,0.988,1.7,67.4,916,666,11,238,69,1274,1.42,26.6,ons_modeled
2020,Stoke-on-Trent,West Midlands,city_large,255000,2765,2005,33180,2622,31461,1511,8.72,1.055,0.9,67.5,936,716,10,245,70,1312,1.53,25.9,ons_modeled
2021,Stoke-on-Trent,West Midlands,city_large,255000,2722,1973,32664,2648,31772,1544,8.91,1.028,2.5,66.9,891,673,11,235,69,1280,1.54,24.7,ons_modeled
2022,Stoke-on-Trent,West Midlands,city_large,255000,2824,2047,33888,2750,33000,1647,9.5,1.027,9.1,67.2,1045,759,11,255,77,1402,1.46,26.9,ons_modeled
2023,Stoke-on-Trent,West Midlands,city_large,255000,2922,2118,35064,2914,34963,1806,10.42,1.003,7.3,67.2,1111,804,12,293,85,1519,1.39,27.5,ons_modeled
2024,Stoke-on-Trent,West Midlands,city_large,255000,3151,2284,37812,3119,37430,1983,11.44,1.01,2.6,68.6,1152,862,13,290,87,1599,1.43,27.4,ons_modeled
2010,Walsall,West Midlands,city_medium,278000,2072,1502,24864,2157,25879,1028,5.93,0.961,3.3,56.9,560,457,8,183,47,914,1.64,22.1,ons_modeled
2011,Walsall,West Midlands,city_medium,278000,1984,1438,23808,2183,26200,1054,6.08,0.909,4.5,56.1,621,460,8,180,52,922,1.56,23.2,ons_modeled
2012,Walsall,West Midlands,city_medium,278000,2027,1470,24324,2208,26500,1073,6.19,0.918,2.8,57.4,633,511,8,184,50,977,1.5,25.2,ons_modeled
2013,Walsall,West Midlands,city_medium,278000,2109,1529,25308,2250,27000,1094,6.31,0.937,2.6,56.3,625,502,9,190,54,999,1.53,23.8,ons_modeled
2014,Walsall,West Midlands,city_medium,278000,2130,1544,25560,2267,27200,1127,6.5,0.94,1.5,57.9,658,514,9,193,54,1016,1.52,24.1,ons_modeled
2015,Walsall,West Midlands,city_medium,278000,2204,1598,26448,2304,27645,1161,6.7,0.957,0.1,57.7,642,521,9,194,54,1024,1.56,23.6,ons_modeled
2016,Walsall,West Midlands,city_medium,278000,2143,1554,25716,2350,28195,1248,7.2,0.912,0.7,56.9,621,530,9,192,54,1031,1.51,24.7,ons_modeled
2017,Walsall,West Midlands,city_medium,278000,2228,1615,26736,2413,28954,1300,7.5,0.923,2.7,57.3,679,504,9,207,55,1023,1.58,22.6,ons_modeled
2018,Walsall,West Midlands,city_medium,278000,2362,1712,28344,2463,29559,1357,7.83,0.959,2.5,57.6,641,552,9,205,58,1074,1.59,23.4,ons_modeled
2019,Walsall,West Midlands,city_medium,278000,2433,1764,29196,2532,30378,1423,8.21,0.961,1.7,58.7,651,536,9,221,56,1074,1.64,22.0,ons_modeled
2020,Walsall,West Midlands,city_medium,278000,2537,1839,30444,2622,31461,1511,8.72,0.968,0.9,58.1,665,554,10,224,57,1116,1.65,21.8,ons_modeled
2021,Walsall,West Midlands,city_medium,278000,2485,1802,29820,2648,31772,1544,8.91,0.938,2.5,58.1,727,586,10,223,58,1150,1.57,23.6,ons_modeled
2022,Walsall,West Midlands,city_medium,278000,2683,1945,32196,2750,33000,1647,9.5,0.976,9.1,58.6,750,622,11,244,66,1243,1.56,23.2,ons_modeled
2023,Walsall,West Midlands,city_medium,278000,2698,1956,32376,2914,34963,1806,10.42,0.926,7.3,58.3,825,660,12,250,69,1316,1.49,24.5,ons_modeled
2024,Walsall,West Midlands,city_medium,278000,2863,2076,34356,3119,37430,1983,11.44,0.918,2.6,58.7,873,674,12,257,74,1345,1.54,23.5,ons_modeled
2010,Solihull,West Midlands,city_medium,214000,2003,1452,24036,2157,25879,1028,5.93,0.929,3.3,57.1,569,439,8,183,47,896,1.62,21.9,ons_modeled
2011,Solihull,West Midlands,city_medium,214000,2007,1455,24084,2183,26200,1054,6.08,0.919,4.5,56.2,621,460,8,185,50,925,1.57,22.9,ons_modeled
2012,Solihull,West Midlands,city_medium,214000,2132,1546,25584,2208,26500,1073,6.19,0.966,2.8,57.1,606,465,8,189,51,937,1.65,21.8,ons_modeled
2013,Solihull,West Midlands,city_medium,214000,2161,1567,25932,2250,27000,1094,6.31,0.96,2.6,57.5,636,511,9,195,51,1010,1.55,23.6,ons_modeled
2014,Solihull,West Midlands,city_medium,214000,2087,1513,25044,2267,27200,1127,6.5,0.921,1.5,56.9,623,506,9,204,53,1018,1.49,24.2,ons_modeled
2015,Solihull,West Midlands,city_medium,214000,2247,1629,26964,2304,27645,1161,6.7,0.975,0.1,57.4,664,489,9,202,54,1000,1.63,21.8,ons_modeled
2016,Solihull,West Midlands,city_medium,214000,2274,1649,27288,2350,28195,1248,7.2,0.968,0.7,57.2,612,513,9,195,53,1016,1.62,22.6,ons_modeled
2017,Solihull,West Midlands,city_medium,214000,2255,1635,27060,2413,28954,1300,7.5,0.935,2.7,58.0,679,529,9,206,57,1049,1.56,23.5,ons_modeled
2018,Solihull,West Midlands,city_medium,214000,2304,1670,27648,2463,29559,1357,7.83,0.935,2.5,57.2,668,552,10,207,55,1093,1.53,24.0,ons_modeled
2019,Solihull,West Midlands,city_medium,214000,2361,1712,28332,2532,30378,1423,8.21,0.932,1.7,58.4,700,561,10,216,60,1118,1.53,23.8,ons_modeled
2020,Solihull,West Midlands,city_medium,214000,2553,1851,30636,2622,31461,1511,8.72,0.974,0.9,58.2,692,533,10,215,57,1086,1.7,20.9,ons_modeled
2021,Solihull,West Midlands,city_medium,214000,2534,1837,30408,2648,31772,1544,8.91,0.957,2.5,58.8,739,555,10,219,60,1117,1.64,21.9,ons_modeled
2022,Solihull,West Midlands,city_medium,214000,2592,1879,31104,2750,33000,1647,9.5,0.943,9.1,58.3,805,591,11,234,67,1203,1.56,22.8,ons_modeled
2023,Solihull,West Midlands,city_medium,214000,2766,2005,33192,2914,34963,1806,10.42,0.949,7.3,59.0,849,650,12,261,67,1315,1.52,23.5,ons_modeled
2024,Solihull,West Midlands,city_medium,214000,2933,2126,35196,3119,37430,1983,11.44,0.94,2.6,58.8,881,673,13,255,74,1362,1.56,22.9,ons_modeled
2010,Shrewsbury,West Midlands,city_small,74000,1938,1405,23256,2157,25879,1028,5.93,0.898,3.3,49.8,519,393,7,162,39,801,1.75,20.3,ons_modeled
2011,Shrewsbury,West Midlands,city_small,74000,1993,1445,23916,2183,26200,1054,6.08,0.913,4.5,50.5,510,422,8,168,42,862,1.68,21.2,ons_modeled
2012,Shrewsbury,West Midlands,city_small,74000,2006,1454,24072,2208,26500,1073,6.19,0.909,2.8,50.5,537,447,8,175,43,897,1.62,22.3,ons_modeled
2013,Shrewsbury,West Midlands,city_small,74000,2057,1491,24684,2250,27000,1094,6.31,0.914,2.6,50.0,555,435,8,185,44,897,1.66,21.1,ons_modeled
2014,Shrewsbury,West Midlands,city_small,74000,2012,1459,24144,2267,27200,1127,6.5,0.888,1.5,49.9,559,442,8,181,44,902,1.62,22.0,ons_modeled
2015,Shrewsbury,West Midlands,city_small,74000,1987,1441,23844,2304,27645,1161,6.7,0.862,0.1,50.5,587,433,8,177,47,892,1.62,21.8,ons_modeled
2016,Shrewsbury,West Midlands,city_small,74000,2036,1476,24432,2350,28195,1248,7.2,0.866,0.7,50.2,548,434,8,178,44,891,1.66,21.3,ons_modeled
2017,Shrewsbury,West Midlands,city_small,74000,2161,1567,25932,2413,28954,1300,7.5,0.896,2.7,50.1,581,469,8,192,46,944,1.66,21.7,ons_modeled
2018,Shrewsbury,West Midlands,city_small,74000,2127,1542,25524,2463,29559,1357,7.83,0.864,2.5,50.6,569,488,9,187,47,981,1.57,22.9,ons_modeled
2019,Shrewsbury,West Midlands,city_small,74000,2264,1641,27168,2532,30378,1423,8.21,0.894,1.7,51.2,579,465,9,202,47,975,1.68,20.5,ons_modeled
2020,Shrewsbury,West Midlands,city_small,74000,2346,1701,28152,2622,31461,1511,8.72,0.895,0.9,50.7,583,505,9,206,50,1022,1.66,21.5,ons_modeled
2021,Shrewsbury,West Midlands,city_small,74000,2333,1691,27996,2648,31772,1544,8.91,0.881,2.5,51.0,609,496,9,207,49,1015,1.67,21.3,ons_modeled
2022,Shrewsbury,West Midlands,city_small,74000,2410,1747,28920,2750,33000,1647,9.5,0.876,9.1,51.3,709,539,10,214,56,1100,1.59,22.4,ons_modeled
2023,Shrewsbury,West Midlands,city_small,74000,2616,1897,31392,2914,34963,1806,10.42,0.898,7.3,51.0,709,566,11,231,60,1174,1.62,21.6,ons_modeled
2024,Shrewsbury,West Midlands,city_small,74000,2700,1958,32400,3119,37430,1983,11.44,0.866,2.6,52.5,771,575,11,241,59,1195,1.64,21.3,ons_modeled
2010,Worcester,West Midlands,city_small,98000,1945,1410,23340,2157,25879,1028,5.93,0.902,3.3,49.1,511,406,8,168,41,842,1.67,20.9,ons_modeled
2011,Worcester,West Midlands,city_small,98000,1919,1391,23028,2183,26200,1054,6.08,0.879,4.5,50.5,541,436,7,173,41,860,1.62,22.7,ons_modeled
2012,Worcester,West Midlands,city_small,98000,1899,1377,22788,2208,26500,1073,6.19,0.86,2.8,49.3,534,426,8,172,43,873,1.58,22.4,ons_modeled
2013,Worcester,West Midlands,city_small,98000,2038,1478,24456,2250,27000,1094,6.31,0.906,2.6,49.9,538,447,8,177,45,902,1.64,21.9,ons_modeled
2014,Worcester,West Midlands,city_small,98000,1973,1430,23676,2267,27200,1127,6.5,0.87,1.5,50.0,537,458,8,180,45,918,1.56,23.2,ons_modeled
2015,Worcester,West Midlands,city_small,98000,2110,1530,25320,2304,27645,1161,6.7,0.916,0.1,49.8,556,441,8,182,44,902,1.7,20.9,ons_modeled
2016,Worcester,West Midlands,city_small,98000,2074,1504,24888,2350,28195,1248,7.2,0.883,0.7,50.7,583,465,8,187,45,932,1.61,22.4,ons_modeled
2017,Worcester,West Midlands,city_small,98000,2116,1534,25392,2413,28954,1300,7.5,0.877,2.7,51.4,569,441,9,195,48,941,1.63,20.8,ons_modeled
2018,Worcester,West Midlands,city_small,98000,2144,1554,25728,2463,29559,1357,7.83,0.87,2.5,50.6,597,471,9,202,48,980,1.59,22.0,ons_modeled
2019,Worcester,West Midlands,city_small,98000,2311,1675,27732,2532,30378,1423,8.21,0.913,1.7,51.3,614,487,9,194,50,992,1.69,21.1,ons_modeled
2020,Worcester,West Midlands,city_small,98000,2403,1742,28836,2622,31461,1511,8.72,0.916,0.9,51.3,595,483,9,200,50,994,1.75,20.1,ons_modeled
2021,Worcester,West Midlands,city_small,98000,2339,1696,28068,2648,31772,1544,8.91,0.883,2.5,51.3,640,500,9,205,49,1017,1.67,21.4,ons_modeled
2022,Worcester,West Midlands,city_small,98000,2415,1751,28980,2750,33000,1647,9.5,0.878,9.1,51.9,703,526,10,227,53,1097,1.6,21.8,ons_modeled
2023,Worcester,West Midlands,city_small,98000,2629,1906,31548,2914,34963,1806,10.42,0.902,7.3,51.3,743,607,11,241,58,1223,1.56,23.1,ons_modeled
2024,Worcester,West Midlands,city_small,98000,2741,1987,32892,3119,37430,1983,11.44,0.879,2.6,52.5,733,609,11,242,61,1232,1.61,22.2,ons_modeled
2010,Stafford,West Midlands,town,70000,1833,1329,21996,2157,25879,1028,5.93,0.85,3.3,43.9,422,333,7,152,33,725,1.83,18.2,ons_modeled
2011,Stafford,West Midlands,town,70000,1829,1326,21948,2183,26200,1054,6.08,0.838,4.5,43.8,475,378,7,157,34,779,1.7,20.7,ons_modeled
2012,Stafford,West Midlands,town,70000,1825,1323,21900,2208,26500,1073,6.19,0.827,2.8,44.2,445,372,7,159,35,778,1.7,20.4,ons_modeled
2013,Stafford,West Midlands,town,70000,1815,1316,21780,2250,27000,1094,6.31,0.807,2.6,43.9,467,384,8,165,35,817,1.61,21.2,ons_modeled
2014,Stafford,West Midlands,town,70000,1914,1388,22968,2267,27200,1127,6.5,0.844,1.5,43.5,484,374,8,166,35,810,1.71,19.5,ons_modeled
2015,Stafford,West Midlands,town,70000,1900,1378,22800,2304,27645,1161,6.7,0.825,0.1,43.6,507,373,7,170,37,795,1.73,19.6,ons_modeled
2016,Stafford,West Midlands,town,70000,1917,1390,23004,2350,28195,1248,7.2,0.816,0.7,45.1,478,381,8,177,35,828,1.68,19.9,ons_modeled
2017,Stafford,West Midlands,town,70000,1978,1434,23736,2413,28954,1300,7.5,0.82,2.7,44.9,488,382,8,177,37,833,1.72,19.3,ons_modeled
2018,Stafford,West Midlands,town,70000,1991,1443,23892,2463,29559,1357,7.83,0.808,2.5,45.3,490,401,8,177,37,854,1.69,20.1,ons_modeled
2019,Stafford,West Midlands,town,70000,2149,1558,25788,2532,30378,1423,8.21,0.849,1.7,44.4,529,434,8,183,39,897,1.74,20.2,ons_modeled
2020,Stafford,West Midlands,town,70000,2111,1530,25332,2622,31461,1511,8.72,0.805,0.9,44.9,512,430,8,193,40,904,1.69,20.4,ons_modeled
2021,Stafford,West Midlands,town,70000,2279,1652,27348,2648,31772,1544,8.91,0.861,2.5,44.8,534,416,9,196,39,914,1.81,18.3,ons_modeled
2022,Stafford,West Midlands,town,70000,2312,1676,27744,2750,33000,1647,9.5,0.841,9.1,45.2,588,469,10,216,43,1019,1.64,20.3,ons_modeled
2023,Stafford,West Midlands,town,70000,2415,1751,28980,2914,34963,1806,10.42,0.829,7.3,44.9,612,499,10,233,47,1076,1.63,20.7,ons_modeled
2024,Stafford,West Midlands,town,70000,2552,1850,30624,3119,37430,1983,11.44,0.818,2.6,45.3,667,537,10,227,47,1111,1.67,21.0,ons_modeled
2010,Hereford,West Midlands,city_small,58000,1953,1416,23436,2157,25879,1028,5.93,0.905,3.3,50.2,499,413,7,164,41,825,1.72,21.1,ons_modeled
2011,Hereford,West Midlands,city_small,58000,1904,1380,22848,2183,26200,1054,6.08,0.872,4.5,49.7,529,431,7,169,43,853,1.62,22.6,ons_modeled
2012,Hereford,West Midlands,city_small,58000,1952,1415,23424,2208,26500,1073,6.19,0.884,2.8,50.0,524,445,8,179,44,900,1.57,22.8,ons_modeled
2013,Hereford,West Midlands,city_small,58000,2043,1481,24516,2250,27000,1094,6.31,0.908,2.6,50.2,541,461,8,175,42,911,1.63,22.6,ons_modeled
2014,Hereford,West Midlands,city_small,58000,2067,1499,24804,2267,27200,1127,6.5,0.912,1.5,49.6,534,438,8,176,46,895,1.67,21.2,ons_modeled
2015,Hereford,West Midlands,city_small,58000,2008,1456,24096,2304,27645,1161,6.7,0.872,0.1,51.0,534,436,8,179,46,896,1.62,21.7,ons_modeled
2016,Hereford,West Midlands,city_small,58000,2105,1526,25260,2350,28195,1248,7.2,0.896,0.7,51.2,564,466,8,183,47,931,1.64,22.1,ons_modeled
2017,Hereford,West Midlands,city_small,58000,2140,1552,25680,2413,28954,1300,7.5,0.887,2.7,50.3,555,478,8,195,45,955,1.63,22.3,ons_modeled
2018,Hereford,West Midlands,city_small,58000,2139,1551,25668,2463,29559,1357,7.83,0.868,2.5,51.3,583,457,9,193,49,958,1.62,21.4,ons_modeled
2019,Hereford,West Midlands,city_small,58000,2240,1624,26880,2532,30378,1423,8.21,0.885,1.7,51.6,624,482,9,192,47,982,1.65,21.5,ons_modeled
2020,Hereford,West Midlands,city_small,58000,2363,1713,28356,2622,31461,1511,8.72,0.901,0.9,51.5,639,477,9,205,47,990,1.73,20.2,ons_modeled
2021,Hereford,West Midlands,city_small,58000,2360,1711,28320,2648,31772,1544,8.91,0.891,2.5,50.8,598,510,9,202,49,1024,1.67,21.6,ons_modeled
2022,Hereford,West Midlands,city_small,58000,2497,1810,29964,2750,33000,1647,9.5,0.908,9.1,52.1,687,529,10,222,56,1098,1.65,21.2,ons_modeled
2023,Hereford,West Midlands,city_small,58000,2657,1926,31884,2914,34963,1806,10.42,0.912,7.3,51.4,705,574,11,237,59,1187,1.62,21.6,ons_modeled
2024,Hereford,West Midlands,city_small,58000,2734,1982,32808,3119,37430,1983,11.44,0.877,2.6,51.2,724,615,11,235,60,1230,1.61,22.5,ons_modeled
2010,Nottingham,East Midlands,city_large,338000,1861,1349,22332,2157,25879,1028,5.93,0.863,3.3,62.6,745,594,9,196,58,1095,1.23,31.9,numbeo
2011,Nottingham,East Midlands,city_large,338000,1928,1398,23136,2183,26200,1054,6.08,0.883,4.5,62.1,765,570,9,201,57,1078,1.3,29.6,numbeo
2012,Nottingham,East Midlands,city_large,338000,1949,1413,23388,2208,26500,1073,6.19,0.883,2.8,62.1,821,611,10,205,62,1150,1.23,31.3,numbeo
2013,Nottingham,East Midlands,city_large,338000,2023,1467,24276,2250,27000,1094,6.31,0.899,2.6,63.1,844,619,9,213,64,1149,1.28,30.6,numbeo
2014,Nottingham,East Midlands,city_large,338000,2021,1465,24252,2267,27200,1127,6.5,0.891,1.5,63.1,783,645,9,216,62,1178,1.24,31.9,numbeo
2015,Nottingham,East Midlands,city_large,338000,1994,1446,23928,2304,27645,1161,6.7,0.865,0.1,63.4,833,632,9,215,62,1164,1.24,31.7,numbeo
2016,Nottingham,East Midlands,city_large,338000,2149,1558,25788,2350,28195,1248,7.2,0.914,0.7,63.6,797,629,10,209,66,1179,1.32,29.3,numbeo
2017,Nottingham,East Midlands,city_large,338000,2201,1596,26412,2413,28954,1300,7.5,0.912,2.7,63.6,839,674,10,222,64,1237,1.29,30.6,numbeo
2018,Nottingham,East Midlands,city_large,338000,2170,1573,26040,2463,29559,1357,7.83,0.881,2.5,64.2,887,699,11,224,69,1291,1.22,32.2,numbeo
2019,Nottingham,East Midlands,city_large,338000,2270,1646,27240,2532,30378,1423,8.21,0.897,1.7,64.5,919,713,10,238,71,1303,1.26,31.4,numbeo
2020,Nottingham,East Midlands,city_large,338000,2313,1677,27756,2622,31461,1511,8.72,0.882,0.9,64.1,916,723,11,239,71,1334,1.26,31.3,numbeo
2021,Nottingham,East Midlands,city_large,338000,2380,1726,28560,2648,31772,1544,8.91,0.899,2.5,63.9,928,694,11,241,72,1310,1.32,29.2,numbeo
2022,Nottingham,East Midlands,city_large,338000,2535,1838,30420,2750,33000,1647,9.5,0.922,9.1,64.4,1005,777,12,264,76,1448,1.27,30.7,numbeo
2023,Nottingham,East Midlands,city_large,338000,2553,1851,30636,2914,34963,1806,10.42,0.876,7.3,64.2,1093,836,13,272,80,1545,1.2,32.7,numbeo
2024,Nottingham,East Midlands,city_large,338000,2801,2031,33612,3119,37430,1983,11.44,0.898,2.6,65.6,1127,836,13,297,83,1576,1.29,29.8,numbeo
2010,Leicester,East Midlands,city_large,355000,1907,1383,22884,2157,25879,1028,5.93,0.884,3.3,62.0,743,540,9,197,56,1040,1.33,28.3,numbeo
2011,Leicester,East Midlands,city_large,355000,1908,1383,22896,2183,26200,1054,6.08,0.874,4.5,62.3,734,579,9,198,61,1088,1.27,30.3,numbeo
2012,Leicester,East Midlands,city_large,355000,1971,1429,23652,2208,26500,1073,6.19,0.893,2.8,61.3,821,624,9,209,59,1144,1.25,31.7,numbeo
2013,Leicester,East Midlands,city_large,355000,1977,1433,23724,2250,27000,1094,6.31,0.879,2.6,61.7,846,595,9,207,61,1116,1.28,30.1,numbeo
2014,Leicester,East Midlands,city_large,355000,1939,1406,23268,2267,27200,1127,6.5,0.855,1.5,61.8,860,643,9,217,66,1181,1.19,33.2,numbeo
2015,Leicester,East Midlands,city_large,355000,2015,1461,24180,2304,27645,1161,6.7,0.875,0.1,62.0,836,655,9,212,63,1185,1.23,32.5,numbeo
2016,Leicester,East Midlands,city_large,355000,2026,1469,24312,2350,28195,1248,7.2,0.862,0.7,62.6,809,648,9,211,63,1177,1.25,32.0,numbeo
2017,Leicester,East Midlands,city_large,355000,2091,1516,25092,2413,28954,1300,7.5,0.867,2.7,62.2,848,631,10,215,66,1189,1.28,30.2,numbeo
2018,Leicester,East Midlands,city_large,355000,2163,1568,25956,2463,29559,1357,7.83,0.878,2.5,63.3,895,665,10,224,69,1237,1.27,30.7,numbeo
2019,Leicester,East Midlands,city_large,355000,2324,1685,27888,2532,30378,1423,8.21,0.918,1.7,62.9,867,686,11,233,67,1287,1.31,29.5,numbeo
2020,Leicester,East Midlands,city_large,355000,2280,1653,27360,2622,31461,1511,8.72,0.87,0.9,63.9,912,707,10,244,71,1303,1.27,31.0,numbeo
2021,Leicester,East Midlands,city_large,355000,2374,1721,28488,2648,31772,1544,8.91,0.897,2.5,62.8,941,689,10,251,74,1297,1.33,29.0,numbeo
2022,Leicester,East Midlands,city_large,355000,2479,1797,29748,2750,33000,1647,9.5,0.901,9.1,64.3,980,767,12,268,80,1446,1.24,30.9,numbeo
2023,Leicester,East Midlands,city_large,355000,2601,1886,31212,2914,34963,1806,10.42,0.893,7.3,63.1,1079,839,13,285,83,1564,1.21,32.3,numbeo
2024,Leicester,East Midlands,city_large,355000,2792,2024,33504,3119,37430,1983,11.44,0.895,2.6,64.2,1048,833,13,300,83,1576,1.28,29.8,numbeo
2010,Derby,East Midlands,city_large,255000,2184,1583,26208,2157,25879,1028,5.93,1.013,3.3,64.9,705,577,9,197,55,1076,1.47,26.4,ons_modeled
2011,Derby,East Midlands,city_large,255000,2252,1633,27024,2183,26200,1054,6.08,1.032,4.5,65.5,781,592,9,199,62,1103,1.48,26.3,ons_modeled
2012,Derby,East Midlands,city_large,255000,2209,1602,26508,2208,26500,1073,6.19,1.0,2.8,64.6,765,618,10,203,61,1154,1.39,28.0,ons_modeled
2013,Derby,East Midlands,city_large,255000,2337,1694,28044,2250,27000,1094,6.31,1.039,2.6,65.8,802,599,10,216,64,1152,1.47,25.6,ons_modeled
2014,Derby,East Midlands,city_large,255000,2303,1670,27636,2267,27200,1127,6.5,1.016,1.5,65.9,840,633,10,219,63,1190,1.4,27.5,ons_modeled
